,0,1
354,147@3800,5.0
355,56@3730,4.5
356,128@5132,4.0
357,0@3137,4.0
358,94@1284,4.0
359,78@2639,5.0
360,92@4647,4.0
361,92@3514,3.0
362,39@2076,3.0
363,14@1035,5.0
364,19@1800,4.0
365,88@1752,4.0
366,15@515,2.0
367,134@513,5.0
368,42@3049,4.0
369,3@2159,4.0
370,72@187,4.0
371,76@502,4.0
372,93@4542,2.0
373,10@3966,3.0
374,29@1517,3.0
375,70@89,4.0
376,151@3092,4.0
377,132@5084,3.0
378,118@3753,1.0
379,92@2477,4.0
380,100@5254,2.0
381,101@1473,5.0
382,100@4306,3.0
383,142@3855,5.0
384,88@4389,2.0
385,109@5067,5.0
386,18@4784,3.0
387,137@507,3.0
388,31@3118,5.0
389,112@1982,5.0
390,61@2995,3.0
391,90@4438,4.0
392,28@3140,4.0
393,34@1892,3.0
394,56@2417,5.0
395,81@4379,4.0
396,56@3221,4.0
397,99@4942,3.0
398,18@3335,4.0
399,76@414,4.0
400,149@1137,4.0
401,149@3422,3.0
402,39@594,2.0
403,127@1582,2.0
404,143@958,4.0
405,31@2239,4.66666666667
406,63@3870,3.0
407,104@4507,4.0
408,103@3759,5.0
409,25@1156,3.0
410,1@4233,3.0
411,75@3561,5.0
412,127@4500,1.0
413,86@1509,5.0
414,34@4630,1.0
415,99@2705,2.0
416,89@2600,4.0
417,16@39,5.0
418,114@2769,3.0
419,149@994,4.0
420,15@3373,4.0
421,62@174,5.0
422,152@147,4.0
423,128@4668,1.0
424,92@734,3.0
425,75@551,3.0
426,22@4307,5.0
427,44@4801,4.0
428,114@144,3.0
429,18@4471,5.0
430,10@3247,4.33333333333
431,121@2671,5.0
432,17@4003,4.0
433,95@3,1.0
434,88@560,3.0
435,91@231,5.0
436,87@1003,4.0
437,79@185,4.0
438,131@2066,4.5
439,114@431,3.0
440,48@1801,4.0
441,39@2383,4.0
442,63@2761,3.0
443,83@924,4.5
444,56@3877,4.0
445,147@1300,4.0
446,144@1170,4.0
447,59@526,4.0
448,146@1688,4.0
449,92@2770,4.5
450,146@4964,3.0
451,88@2393,4.0
452,24@2978,1.0
453,50@185,3.0
454,102@5011,4.0
455,42@1217,2.5
456,16@5182,4.0
457,27@2534,4.0
458,147@4906,3.0
459,88@825,2.0
460,147@1134,4.0
461,7@4046,4.0
462,114@1565,4.0
463,56@2018,5.0
464,146@4482,4.0
465,64@545,4.0
466,119@659,4.0
467,39@4627,3.0
468,75@678,4.0
469,7@823,5.0
470,37@4553,4.0
471,109@1923,3.0
472,138@1211,4.0
473,37@4757,4.0
474,50@5160,4.0
475,151@3460,4.0
476,58@4926,4.0
477,54@1289,5.0
478,61@255,5.0
479,2@4688,4.0
480,42@3054,4.0
481,132@3042,4.0
482,119@2358,3.0
483,2@1906,4.0
484,86@2813,2.0
485,81@3816,5.0
486,37@2653,5.0
487,54@3091,4.5
488,22@2193,4.0
489,50@4935,4.0
490,31@5152,4.0
491,102@389,3.0
492,37@4278,4.0
493,4@2236,4.0
494,37@199,5.0
495,3@1975,2.0
496,149@491,3.0
497,16@2182,5.0
498,36@2123,5.0
499,92@989,4.0
500,91@1888,4.0
501,16@4104,1.0
502,97@638,5.0
503,26@3640,4.0
504,60@622,3.0
505,83@796,4.0
506,96@2835,3.0
507,44@798,4.0
508,62@3917,4.0
509,92@2722,4.0
510,141@2338,5.0
511,10@3323,4.0
512,37@2557,5.0
513,18@5020,4.0
514,99@3844,5.0
515,30@2834,4.0
516,59@2693,3.0
517,92@453,4.0
518,42@4669,5.0
519,92@1538,4.0
520,41@2511,5.0
521,26@3346,4.0
522,70@39,4.25
523,39@3555,3.0
524,10@3989,5.0
525,47@5059,5.0
526,72@1648,5.0
527,29@2690,5.0
528,131@340,3.0
529,19@3810,4.0
530,78@3046,3.0
531,26@5184,4.0
532,87@3139,3.0
533,145@5154,5.0
534,129@3797,4.0
535,120@4954,4.0
536,67@1002,4.0
537,92@4983,3.0
538,144@3264,2.0
539,140@2845,4.0
540,144@3091,4.0
541,108@3019,4.0
542,151@3300,4.0
543,18@4021,4.0
544,151@1864,3.0
545,149@4548,5.0
546,76@2080,2.0
547,64@3007,4.0
548,64@4972,4.0
549,110@659,4.0
550,116@2209,4.0
551,88@3570,5.0
552,89@1632,5.0
553,56@868,5.0
554,99@4581,3.0
555,54@2469,4.0
556,92@79,3.0
557,92@4490,3.0
558,90@807,2.0
559,59@2234,4.0
560,122@175,4.0
561,3@4441,4.0
562,140@1969,3.0
563,106@2639,4.0
564,144@4758,5.0
565,17@4549,5.0
566,7@4778,4.0
567,98@4934,4.0
568,83@3247,3.0
569,16@4940,5.0
570,152@841,4.0
571,100@2591,4.0
572,10@4808,4.0
573,76@4681,1.0
574,63@2986,3.0
575,111@4168,4.0
576,108@4804,4.0
577,4@252,5.0
578,88@798,4.0
579,1@3381,5.0
580,92@1466,4.0
581,61@695,2.0
582,118@891,2.0
583,34@2651,4.0
584,151@2544,4.0
585,128@7,5.0
586,149@614,4.0
587,75@4665,4.0
588,89@298,5.0
589,30@3910,5.0
590,114@2315,4.0
591,10@1367,4.0
592,64@1224,2.0
593,7@1919,5.0
594,110@1880,2.0
595,56@4285,5.0
596,69@1312,2.0
597,16@3173,4.0
598,99@3051,4.0
599,32@198,5.0
600,46@3681,5.0
601,16@416,4.0
602,108@2227,3.0
603,123@7,5.0
604,98@4955,2.0
605,147@1444,4.0
606,100@4294,4.0
607,151@4995,3.0
608,50@3964,3.0
609,100@1840,3.0
610,90@2712,1.0
611,94@887,4.0
612,50@258,3.0
613,4@3223,1.66666666667
614,88@3531,2.0
615,142@2828,5.0
616,78@2218,5.0
617,147@4277,4.0
618,28@289,4.0
619,1@4631,3.0
620,29@1666,5.0
621,120@2532,3.0
622,50@454,2.0
623,10@4062,4.0
624,14@747,2.0
625,77@4838,4.0
626,146@3300,3.0
627,4@2939,3.0
628,38@1293,4.0
629,59@3010,5.0
630,135@604,4.0
631,140@1135,4.0
632,61@4416,4.0
633,110@645,4.0
634,149@4077,4.0
635,113@1085,4.0
636,31@3800,5.0
637,102@2234,4.0
638,8@3714,5.0
639,3@3966,4.0
640,98@5132,4.0
641,85@4097,5.0
642,92@4159,4.0
643,83@3904,3.0
644,142@3009,4.0
645,145@228,5.0
646,52@1523,5.0
647,80@2568,4.0
648,143@3357,4.0
649,88@3099,5.0
650,31@398,5.0
651,120@654,5.0
652,122@4459,4.0
653,48@1574,2.0
654,132@869,5.0
655,23@4551,2.0
656,67@645,3.0
657,134@3604,5.0
658,72@4943,4.0
659,147@1185,4.0
660,74@795,5.0
661,144@4246,5.0
662,50@3091,4.0
663,106@3831,3.0
664,115@4047,2.0
665,85@2488,4.0
666,40@4559,5.0
667,79@331,3.0
668,15@988,3.0
669,87@568,4.0
670,115@991,3.0
671,11@3810,3.0
672,50@4861,4.5
673,69@2383,4.0
674,102@1989,4.0
675,20@5020,3.0
676,40@3322,4.0
677,88@3754,4.0
678,147@2343,3.0
679,9@149,5.0
680,66@2415,4.0
681,122@1701,4.0
682,48@4195,4.0
683,22@1285,4.0
684,129@478,4.0
685,20@251,4.0
686,34@389,3.0
687,10@4496,4.0
688,31@1443,5.0
689,49@2773,5.0
690,108@498,4.0
691,105@155,4.0
692,115@202,4.0
693,6@4378,4.0
694,71@513,4.0
695,91@3656,5.0
696,146@1649,4.0
697,144@1162,4.0
698,22@712,3.0
699,119@4525,4.0
700,64@4275,5.0
701,2@1842,4.0
702,105@3272,4.0
703,10@385,4.0
704,121@4874,4.0
705,33@2775,4.0
706,101@595,5.0
707,85@659,4.0
708,20@1528,4.0
709,58@2224,3.0
710,50@1370,3.5
711,78@4512,4.0
712,56@1766,4.0
713,50@5158,4.0
714,83@2754,4.0
715,103@3699,2.0
716,108@205,4.0
717,98@3825,3.0
718,26@305,5.0
719,10@4713,2.0
720,138@659,4.5
721,152@490,4.0
722,149@19,3.0
723,152@3124,5.0
724,128@3042,4.0
725,39@4731,4.0
726,4@2301,4.0
727,50@2095,3.0
728,70@1449,4.0
729,102@3377,3.0
730,139@1529,3.0
731,1@3045,2.0
732,67@1243,5.0
733,104@4906,4.0
734,7@1293,3.0
735,56@4853,4.0
736,53@2678,2.0
737,111@582,5.0
738,52@3455,2.0
739,100@2145,4.0
740,3@4917,4.0
741,110@1480,3.0
742,104@1351,3.0
743,10@2763,3.0
744,92@994,3.0
745,92@3854,3.0
746,62@2586,4.0
747,140@1063,4.0
748,122@3029,4.0
749,56@4075,4.0
750,39@3585,5.0
751,119@2265,4.0
752,1@1169,3.0
753,4@2036,5.0
754,92@4957,4.0
755,4@132,3.0
756,28@1303,4.0
757,99@3687,3.0
758,20@3539,4.0
759,18@813,4.0
760,42@1414,4.0
761,0@2912,3.0
762,50@1847,4.0
763,90@1379,3.0
764,43@4459,4.0
765,47@4202,4.0
766,6@2951,5.0
767,42@3667,5.0
768,87@3895,4.0
769,96@3224,3.0
770,143@1132,4.0
771,14@4105,5.0
772,106@5110,4.0
773,22@160,3.0
774,143@3383,3.0
775,49@3610,5.0
776,148@2102,4.0
777,37@5069,5.0
778,45@2768,4.0
779,98@4100,4.0
780,3@703,5.0
781,63@4379,5.0
782,64@4522,5.0
783,145@2587,3.0
784,4@2318,4.66666666667
785,149@962,4.0
786,3@4585,4.0
787,96@1237,4.0
788,117@3851,3.0
789,8@5222,1.0
790,9@4961,5.0
791,3@5069,4.0
792,9@120,4.0
793,141@4887,5.0
794,35@3543,5.0
795,106@2683,2.0
796,23@39,5.0
797,41@1189,5.0
798,99@3573,4.0
799,31@3019,5.0
800,30@5160,3.0
801,58@4855,4.0
802,121@3042,3.0
803,101@4082,5.0
804,10@4484,4.0
805,96@4469,4.0
806,119@3917,3.0
807,80@3830,5.0
808,40@3954,4.0
809,45@3156,5.0
810,8@196,5.0
811,118@4325,2.0
812,50@427,3.0
813,28@1243,4.0
814,114@4477,5.0
815,99@1823,3.0
816,58@4743,4.0
817,22@3400,3.0
818,151@84,4.0
819,15@4222,4.0
820,131@3106,4.0
821,47@530,4.0
822,79@3638,4.0
823,106@2723,4.0
824,16@5070,4.0
825,18@63,3.0
826,147@2421,4.0
827,149@2812,4.0
828,8@3393,4.0
829,16@3920,4.0
830,10@4579,4.0
831,140@3963,5.0
832,42@5003,4.0
833,145@4475,3.0
834,145@2888,5.0
835,92@757,3.0
836,28@2006,3.0
837,114@733,4.0
838,148@3824,5.0
839,10@1539,3.0
840,89@1269,3.0
841,140@1212,5.0
842,146@4405,4.0
843,147@5265,3.0
844,28@3474,4.0
845,127@4593,4.0
846,140@562,5.0
847,32@3594,4.0
848,41@21,2.0
849,70@1891,3.0
850,71@4320,4.0
851,149@1025,4.0
852,92@3814,5.0
853,31@3173,4.0
854,87@4921,5.0
855,143@1542,5.0
856,78@614,5.0
857,114@2916,3.0
858,64@4490,4.0
859,86@4282,4.0
860,136@3759,5.0
861,100@4480,5.0
862,31@1999,4.0
863,71@1844,5.0
864,76@2576,2.0
865,121@3236,3.0
866,1@1447,4.0
867,31@4033,4.0
868,28@862,4.0
869,150@1337,4.0
870,4@3722,5.0
871,116@1669,2.0
872,96@1784,5.0
873,57@3075,5.0
874,20@1058,2.0
875,113@2183,4.0
876,149@4878,3.0
877,56@131,4.0
878,32@1087,3.0
879,35@595,4.0
880,10@1169,3.0
881,83@1443,4.0
882,18@1232,3.0
883,92@2760,3.0
884,14@1866,4.0
885,70@4819,4.0
886,95@3825,4.0
887,14@899,5.0
888,20@3471,4.0
889,92@51,3.0
890,39@1252,3.0
891,50@4321,3.0
892,137@722,3.0
893,79@936,5.0
894,92@1550,4.0
895,13@4402,2.0
896,42@270,4.0
897,40@2163,4.0
898,89@1675,5.0
899,109@3877,5.0
900,56@3647,4.0
901,79@3634,4.0
902,133@3664,3.0
903,121@665,4.0
904,83@3796,4.0
905,42@4662,4.0
906,117@3666,2.0
907,16@2350,3.0
908,1@2603,1.0
909,112@506,5.0
910,132@3035,5.0
911,118@2810,3.0
912,16@4483,2.5
913,113@1912,3.0
914,141@844,5.0
915,50@3789,4.0
916,80@3820,5.0
917,10@3010,4.5
918,151@2174,5.0
919,42@3997,2.0
920,134@952,5.0
921,140@4856,3.0
922,113@2099,3.0
923,149@2586,3.0
924,27@3917,4.0
925,17@3812,4.0
926,132@4526,4.0
927,127@4240,4.0
928,20@2686,4.0
929,86@4631,3.0
930,16@1131,5.0
931,50@5128,3.0
932,108@1428,5.0
933,83@2066,3.0
934,98@3148,5.0
935,151@3303,3.0
936,98@5140,4.0
937,86@4018,4.0
938,105@2016,4.0
939,146@127,5.0
940,30@4052,2.0
941,54@5143,4.0
942,114@4093,3.0
943,8@4814,4.0
944,99@1472,5.0
945,114@2790,2.0
946,80@1017,5.0
947,141@3758,5.0
948,119@714,4.0
949,63@3749,3.0
950,96@3198,4.0
951,88@3765,4.0
952,93@3930,5.0
953,91@5039,4.0
954,81@1903,5.0
955,31@2194,4.0
956,116@149,5.0
957,69@1982,5.0
958,16@1174,4.0
959,103@2940,4.0
960,131@4249,2.5
961,28@1549,4.0
962,140@1739,3.0
963,43@1489,4.0
964,141@3374,5.0
965,0@2779,3.0
966,151@2667,3.0
967,62@2486,5.0
968,150@3956,4.0
969,38@3145,4.0
970,109@2399,5.0
971,79@1608,3.0
972,56@4361,5.0
973,24@4863,5.0
974,112@1236,5.0
975,130@3613,4.0
976,106@83,4.0
977,88@2497,4.0
978,151@3380,3.0
979,75@9,4.0
980,3@2778,4.0
981,42@3122,3.0
982,83@2470,3.0
983,39@810,5.0
984,22@1568,3.0
985,2@3920,3.0
986,147@1516,4.0
987,151@1706,4.0
988,96@18,5.0
989,97@50,4.0
990,39@1137,2.0
991,11@3884,4.0
992,151@2535,2.0
993,130@3717,3.0
994,64@2071,2.0
995,63@44,4.0
996,90@2386,5.0
997,26@2157,4.0
998,147@4713,3.0
999,79@4021,4.0
1000,48@2251,4.0
1001,145@3777,1.0
1002,42@3929,4.0
1003,64@526,4.0
1004,92@3103,3.0
1005,31@4264,3.0
1006,58@2359,3.0
1007,101@4660,4.0
1008,16@4117,4.0
1009,104@4487,4.0
1010,30@39,4.5
1011,101@1690,4.0
1012,76@2103,4.0
1013,151@4804,4.0
1014,3@1176,4.0
1015,42@570,3.0
1016,123@2572,5.0
1017,114@2974,2.0
1018,64@1067,3.0
1019,22@2986,4.0
1020,14@5080,2.0
1021,104@5007,4.0
1022,30@1125,4.0
1023,43@3149,3.0
1024,42@463,3.0
1025,42@808,4.0
1026,149@3290,3.0
1027,80@1911,2.0
1028,75@697,4.0
1029,88@4894,4.0
1030,147@1790,4.0
1031,102@401,4.0
1032,39@416,4.0
1033,146@305,4.0
1034,14@3008,2.5
1035,8@209,3.0
1036,64@1264,3.0
1037,48@1744,3.0
1038,50@4227,4.0
1039,109@5170,5.0
1040,50@4819,3.0
1041,142@5133,4.0
1042,149@987,4.0
1043,44@894,4.0
1044,114@4609,4.0
1045,99@2805,3.0
1046,61@1236,5.0
1047,56@1449,4.0
1048,91@209,4.0
1049,92@1905,4.5
1050,101@4119,4.0
1051,109@810,5.0
1052,144@1599,3.0
1053,56@1745,5.0
1054,85@1897,5.0
1055,57@138,5.0
1056,109@4802,4.0
1057,45@3080,5.0
1058,137@3573,4.0
1059,56@3453,4.0
1060,150@3957,3.0
1061,150@1623,4.0
1062,39@2651,5.0
1063,88@2102,3.0
1064,100@2908,5.0
1065,86@3913,4.0
1066,96@624,4.0
1067,105@4539,5.0
1068,118@686,4.0
1069,83@3483,4.0
1070,87@2370,5.0
1071,1@2113,4.0
1072,92@399,4.0
1073,4@111,3.0
1074,90@823,5.0
1075,119@4757,3.0
1076,93@631,5.0
1077,53@3046,3.0
1078,41@3920,5.0
1079,59@4421,5.0
1080,117@228,4.0
1081,149@1355,3.0
1082,22@143,4.0
1083,25@3156,4.0
1084,131@4512,5.0
1085,146@2097,3.0
1086,86@4343,3.0
1087,143@2352,5.0
1088,39@4374,3.0
1089,147@2812,4.66666666667
1090,118@4757,4.0
1091,149@4970,4.0
1092,35@3257,5.0
1093,1@3759,4.0
1094,88@1694,4.0
1095,48@2807,3.0
1096,109@330,5.0
1097,28@3529,4.85714285714
1098,76@4867,5.0
1099,145@5088,3.0
1100,85@4063,4.0
1101,35@328,3.0
1102,149@3342,4.0
1103,51@305,4.0
1104,46@3215,5.0
1105,105@4617,5.0
1106,10@4022,5.0
1107,131@5088,5.0
1108,106@3522,3.0
1109,58@2874,4.0
1110,42@4290,4.0
1111,77@5045,5.0
1112,71@5233,5.0
1113,149@2323,3.0
1114,35@1000,4.0
1115,113@1284,3.0
1116,99@1227,5.0
1117,101@3847,4.0
1118,88@1567,5.0
1119,147@228,3.0
1120,150@3189,2.0
1121,151@4083,4.0
1122,39@2498,2.0
1123,62@3342,4.0
1124,30@3225,4.0
1125,92@975,5.0
1126,86@1852,4.0
1127,108@3080,4.5
1128,146@5164,4.0
1129,10@1070,4.0
1130,126@3359,4.0
1131,93@4415,3.0
1132,57@3879,4.0
1133,93@1144,4.0
1134,116@943,3.5
1135,147@5152,5.0
1136,83@5231,3.0
1137,76@4746,3.0
1138,75@1663,4.0
1139,44@3075,5.0
1140,74@1373,2.0
1141,48@4823,4.0
1142,2@1170,3.0
1143,104@496,4.0
1144,66@3606,4.0
1145,120@3734,4.0
1146,128@2227,4.0
1147,91@2422,5.0
1148,61@3051,5.0
1149,89@3108,4.0
1150,50@5182,4.0
1151,92@4157,2.0
1152,86@1042,4.0
1153,92@1165,5.0
1154,149@4214,4.0
1155,48@4518,5.0
1156,122@1937,3.0
1157,18@1089,4.0
1158,50@4294,3.0
1159,3@524,4.0
1160,83@3645,3.0
1161,82@3737,5.0
1162,56@133,5.0
1163,142@4022,5.0
1164,62@3924,4.0
1165,22@5030,3.0
1166,31@4835,4.0
1167,35@548,4.0
1168,79@4505,5.0
1169,57@2813,3.0
1170,146@4660,4.0
1171,144@1188,5.0
1172,78@753,3.0
1173,106@3620,2.0
1174,114@4597,4.0
1175,1@1907,3.0
1176,100@5145,4.0
1177,145@5165,3.0
1178,4@4796,3.0
1179,103@1525,3.0
1180,30@1424,4.0
1181,129@2509,3.0
1182,101@1877,4.0
1183,76@4530,5.0
1184,22@4306,5.0
1185,111@5132,4.0
1186,13@4704,4.0
1187,2@4533,3.0
1188,18@2039,4.0
1189,42@1174,3.0
1190,39@412,5.0
1191,15@2890,5.0
1192,88@4505,4.0
1193,3@2200,3.0
1194,100@268,3.0
1195,51@3089,4.0
1196,31@846,4.0
1197,92@1521,3.0
1198,1@1575,4.0
1199,101@2116,4.0
1200,139@5033,4.0
1201,83@130,4.0
1202,79@180,3.0
1203,103@3080,5.0
1204,32@1532,4.0
1205,144@5020,5.0
1206,17@899,5.0
1207,107@1460,4.0
1208,56@28,4.0
1209,98@1965,4.0
1210,10@5069,3.5
1211,89@2702,5.0
1212,35@343,4.5
1213,81@3018,5.0
1214,108@374,2.0
1215,61@4918,5.0
1216,28@4612,5.0
1217,137@2194,5.0
1218,42@2539,5.0
1219,25@2588,4.0
1220,92@3487,4.0
1221,101@350,5.0
1222,62@4670,5.0
1223,149@685,5.0
1224,103@2124,4.0
1225,96@2733,4.0
1226,67@3102,4.0
1227,107@4611,4.0
1228,39@4296,2.0
1229,10@1975,4.0
1230,3@253,4.0
1231,123@5230,2.0
1232,71@3526,5.0
1233,142@1892,4.0
1234,84@3152,5.0
1235,149@2844,5.0
1236,43@71,4.0
1237,145@1185,4.0
1238,31@3942,4.0
1239,22@2125,4.0
1240,31@389,4.0
1241,95@850,4.0
1242,92@1692,4.0
1243,144@2822,5.0
1244,42@735,4.0
1245,88@3928,4.0
1246,2@2061,5.0
1247,13@4789,3.0
1248,54@1653,2.0
1249,92@3374,5.0
1250,16@5014,4.0
1251,89@863,4.0
1252,22@1843,2.0
1253,149@1771,5.0
1254,143@3534,5.0
1255,42@958,3.0
1256,10@5249,4.0
1257,42@5178,4.0
1258,10@1097,4.0
1259,10@1907,3.0
1260,42@989,4.0
1261,147@2076,4.0
1262,118@4908,4.0
1263,67@1354,3.0
1264,29@5160,3.5
1265,10@2184,4.0
1266,115@1392,5.0
1267,102@2076,4.0
